ID,country_id,tbl_loan_id,lender_id,loan_type,Total_Amount,Total_Amount_to_Repay,duration,New_versus_Repeat,Amount_Funded_By_Lender,Lender_portion_Funded,Lender_portion_to_be_repaid,disb_month,disb_dow,disb_is_weekend,due_month,due_dow,due_is_weekend,target
ID_260703295777267278,Kenya,295777.0,267278.0,Type_1,1240.0,1240.0,7,0,0.0,0.0,0.0,11,1,0,11,1,0,0
ID_308543367616267278,Kenya,367616.0,267278.0,Type_7,5000.0,5176.0,7,0,1000.0,0.2,1035.0,7,4,0,7,4,0,0
ID_267385238098267278,Kenya,238098.0,267278.0,Type_1,8290.0,8544.0,7,0,2487.0,0.3,2563.0,8,2,0,8,2,0,0
ID_249118238384267278,Kenya,238384.0,267278.0,Type_1,20845.0,20905.0,7,0,0.0,0.0,0.0,8,2,0,8,2,0,0
ID_267941246210267278,Kenya,246210.0,267278.0,Type_1,4879.0,4879.0,7,0,3.9,0.000799344127895,4.0,8,5,1,9,5,1,0
ID_271281285086251804,Kenya,285086.0,251804.0,Type_6,4500.0,4590.0,7,0,720.0,0.16,734.0,10,3,0,10,3,0,0
ID_241235222395267278,Kenya,222395.0,267278.0,Type_1,360.0,366.0,7,0,108.0,0.3,110.0,7,4,0,7,4,0,0
ID_262173217987267278,Kenya,217987.0,267278.0,Type_1,7747.0,7747.0,7,0,2324.1,0.3,2324.0,7,5,1,7,5,1,0
ID_261145279765267278,Kenya,279765.0,267278.0,Type_1,2934.0,2934.0,7,0,53.55,0.0182515337423312,54.0,10,1,0,10,1,0,0
ID_248907224501267278,Kenya,224501.0,267278.0,Type_1,210.0,212.0,7,0,63.0,0.3,64.0,7,0,0,8,0,0,0
ID_254218278258267278,Kenya,278258.0,267278.0,Type_1,9265.0,9321.0,7,0,2779.5,0.3,2796.0,10,0,0,10,0,0,0
ID_252513255806267278,Kenya,255806.0,267278.0,Type_1,14070.0,14240.0,7,0,1497.65,0.106442786069651,1516.0,9,4,0,9,4,0,0
ID_262388270100267278,Kenya,270100.0,267278.0,Type_1,2190.0,2190.0,7,0,657.0,0.3,657.0,9,3,0,10,3,0,0
ID_264234224592267278,Kenya,224592.0,267278.0,Type_1,1699.0,1762.0,7,0,509.7,0.3,529.0,7,0,0,8,0,0,0
ID_248585219025267278,Kenya,219025.0,267278.0,Type_1,22390.0,23072.0,7,0,6717.0,0.3,6922.0,7,0,0,7,0,0,0
ID_263280267326267278,Kenya,267326.0,267278.0,Type_1,4439.0,4599.0,7,0,1331.7,0.3,1380.0,9,0,0,10,0,0,0
ID_271369265355267278,Kenya,265355.0,267278.0,Type_1,1233.0,1233.0,7,1,0.5,0.0004055150040551,1.0,9,3,0,9,3,0,0
ID_262226238557267278,Kenya,238557.0,267278.0,Type_1,13356.0,13437.0,7,0,14.19,0.0010624438454627,14.0,8,2,0,8,2,0,0
ID_245090271018267278,Kenya,271018.0,267278.0,Type_1,3149.0,3149.0,7,0,8.87,0.0028167672276913,9.0,9,4,0,10,4,0,0
ID_245530288356267278,Kenya,288356.0,267278.0,Type_1,13086.0,13435.0,7,0,3925.8,0.3,4031.0,10,2,0,11,2,0,0
ID_258107217296267278,Kenya,217296.0,267278.0,Type_1,6504.0,6504.0,7,0,1951.2,0.3,1951.0,7,5,1,7,5,1,0
ID_261396246442267278,Kenya,246442.0,267278.0,Type_1,3885.0,3899.0,7,0,1165.5,0.3,1170.0,8,0,0,9,0,0,0
ID_265068240364267278,Kenya,240364.0,267278.0,Type_1,1900.0,1900.0,7,0,570.0,0.3,570.0,8,4,0,8,4,0,0
ID_258983270030267278,Kenya,270030.0,267278.0,Type_1,27889.0,27889.0,7,0,1200.0,0.0430277170210477,1200.0,9,2,0,10,2,0,0
ID_269326239595251804,Kenya,239595.0,251804.0,Type_5,13500.0,14275.0,14,0,2160.0,0.16,2284.0,8,4,0,9,4,0,0
ID_253338281732267278,Kenya,281732.0,267278.0,Type_1,3994.0,3994.0,7,0,1198.2,0.3,1198.0,10,4,0,10,4,0,0
ID_271535263157267278,Kenya,263157.0,267278.0,Type_5,300.0,299.5,7,0,48.0,0.16,66.0,9,0,0,9,0,0,0
ID_261065280610267278,Kenya,280610.0,267278.0,Type_1,7309.0,7354.0,7,0,2192.7,0.3,2206.0,10,2,0,10,2,0,0
ID_257379270010267278,Kenya,270010.0,267278.0,Type_1,13336.0,13336.0,7,0,4000.8,0.3,4001.0,9,2,0,10,2,0,0
ID_268466247843267278,Kenya,247843.0,267278.0,Type_1,1558.0,1587.0,7,0,0.0,0.0,0.0,8,1,0,9,1,0,0
ID_261406293414267278,Kenya,293414.0,267278.0,Type_1,5994.0,5994.0,7,0,1798.2,0.3,1798.0,11,4,0,11,4,0,0
ID_265379268784267278,Kenya,268784.0,267278.0,Type_1,4540.0,4540.0,7,0,0.0,0.0,0.0,9,1,0,10,1,0,0
ID_266781262100267278,Kenya,262100.0,267278.0,Type_1,6998.0,7215.0,7,0,2099.4,0.3,2165.0,9,5,1,9,5,1,0
ID_249366226173267278,Kenya,226173.0,267278.0,Type_1,960.0,967.0,7,0,288.0,0.3,290.0,7,2,0,8,2,0,0
ID_248927270263267278,Kenya,270263.0,267278.0,Type_1,11901.0,11901.0,7,0,0.81,6.80615074363499e-05,1.0,9,3,0,10,3,0,0
ID_257835297445267278,Kenya,297445.0,267278.0,Type_1,1939.0,1939.0,7,0,0.0,0.0,0.0,11,4,0,11,4,0,0
ID_308681371496267278,Kenya,371496.0,267278.0,Type_7,3097.0,3206.0,7,0,619.0,0.199870842751049,641.0,9,4,0,9,4,0,0
ID_244947138840251804,Kenya,138840.0,251804.0,Type_5,34000.0,37993.0,14,0,5440.0,0.16,6079.0,3,3,0,4,3,0,1
ID_271288261163267278,Kenya,261163.0,267278.0,Type_1,3300.0,3300.0,7,1,990.0,0.3,990.0,9,5,1,9,5,1,0
ID_262000271008267278,Kenya,271008.0,267278.0,Type_1,408.0,408.0,7,0,122.4,0.3,122.0,9,4,0,10,4,0,0
ID_259015259123267278,Kenya,259123.0,267278.0,Type_1,10302.0,10427.0,7,0,60.0,0.005824111822947,61.0,9,2,0,9,2,0,0
ID_232022277936267278,Kenya,277936.0,267278.0,Type_1,5922.0,6104.0,7,0,0.0,0.0,0.0,10,5,1,10,5,1,0
ID_252613295800267278,Kenya,295800.0,267278.0,Type_1,1799.0,1799.0,7,0,0.0,0.0,0.0,11,1,0,11,1,0,0
ID_263613251371267278,Kenya,251371.0,267278.0,Type_1,9180.0,9236.0,7,0,0.0,0.0,0.0,9,5,1,9,5,1,0
ID_257440254827267278,Kenya,254827.0,267278.0,Type_1,260.0,262.0,7,0,78.0,0.3,79.0,9,3,0,9,3,0,0
ID_249155257960267278,Kenya,257960.0,267278.0,Type_1,27859.0,27983.0,7,0,8357.7,0.3,8395.0,9,0,0,9,0,0,0
ID_251047251613267278,Kenya,251613.0,267278.0,Type_1,5630.0,5630.0,7,0,1689.0,0.3,1689.0,9,6,1,9,6,1,0
ID_258983251194267278,Kenya,251194.0,267278.0,Type_1,3230.0,3253.0,7,0,501.07,0.155130030959752,505.0,9,5,1,9,5,1,0
ID_271259279684267278,Kenya,279684.0,267278.0,Type_1,1430.0,1430.0,7,0,429.0,0.3,429.0,10,1,0,10,1,0,0
ID_260239304865267278,Kenya,304865.0,267278.0,Type_1,10748.0,11010.0,7,0,0.0,0.0,0.0,11,5,1,12,5,1,0
ID_7154228245267278,Kenya,228245.0,267278.0,Type_1,25485.0,26260.0,7,0,7645.5,0.3,7878.0,7,5,1,8,5,1,0
ID_259058241459267278,Kenya,241459.0,267278.0,Type_1,13197.0,13519.0,7,0,3959.1,0.3,4056.0,8,0,0,8,0,0,0
ID_248131304735267278,Kenya,304735.0,267278.0,Type_1,6060.0,6060.0,7,0,9.82,0.0016204620462046,10.0,11,5,1,12,5,1,0
ID_254506300983267278,Kenya,300983.0,267278.0,Type_1,459.0,464.0,7,0,11.22,0.0244444444444444,11.0,11,4,0,11,4,0,0
ID_265120229908267278,Kenya,229908.0,267278.0,Type_1,2039.0,2172.0,7,0,611.7,0.3,652.0,8,0,0,8,0,0,0
ID_259178288286267278,Kenya,288286.0,267278.0,Type_1,5808.0,5808.0,7,0,1742.4,0.3,1742.0,10,1,0,11,1,0,0
ID_262881298638267278,Kenya,298638.0,267278.0,Type_1,1710.0,1762.0,7,0,513.0,0.3,529.0,11,0,0,11,0,0,0
ID_245766246434251804,Kenya,246434.0,251804.0,Type_5,5000.0,5350.0,14,0,800.0,0.16,856.0,8,0,0,9,0,0,0
ID_311433372673251804,Kenya,372673.0,251804.0,Type_7,4905.0,5077.0,7,0,981.0,0.2,1015.0,10,0,0,10,0,0,0
ID_255945230798267278,Kenya,230798.0,267278.0,Type_1,35868.0,36960.0,7,0,10760.4,0.3,11088.0,8,1,0,8,1,0,0
ID_257996217822267278,Kenya,217822.0,267278.0,Type_1,11043.0,11223.0,7,0,3312.9,0.3,3367.0,7,5,1,7,5,1,0
ID_252513290733267278,Kenya,290733.0,267278.0,Type_1,19754.0,19993.0,7,0,0.0,0.0,0.0,10,5,1,11,5,1,0
ID_246989273949267278,Kenya,273949.0,267278.0,Type_5,51000.0,53650.0,14,0,8160.0,0.16,8584.0,10,1,0,10,1,0,0
ID_251922227377267278,Kenya,227377.0,267278.0,Type_1,738.0,750.0,7,0,221.4,0.3,225.0,7,4,0,8,4,0,0
ID_245144243343267278,Kenya,243343.0,267278.0,Type_1,31495.0,31528.0,7,0,0.0,0.0,0.0,8,2,0,8,2,0,0
ID_308543368078251804,Kenya,368078.0,251804.0,Type_7,5925.0,6133.0,7,0,1185.0,0.2,1227.0,7,2,0,7,2,0,0
ID_262519254129267278,Kenya,254129.0,267278.0,Type_1,3949.0,3949.0,7,0,1184.7,0.3,1185.0,9,2,0,9,2,0,0
ID_248992227018267278,Kenya,227018.0,267278.0,Type_1,12541.0,12925.0,7,0,3762.3,0.3,3878.0,7,3,0,8,3,0,0
ID_256960224002267278,Kenya,224002.0,267278.0,Type_1,52490.0,52490.0,7,0,15747.0,0.3,15747.0,7,0,0,8,0,0,0
ID_7411238705267278,Kenya,238705.0,267278.0,Type_1,2249.0,2249.0,7,0,626.4,0.278523788350377,626.0,8,2,0,8,2,0,0
ID_242351240572267278,Kenya,240572.0,267278.0,Type_1,7356.0,7356.0,7,0,225.52,0.030657966286025,226.0,8,5,1,8,5,1,0
ID_243323223857267278,Kenya,223857.0,267278.0,Type_1,8098.0,8346.0,7,0,2429.4,0.3,2504.0,7,0,0,8,0,0,0
ID_247680270754267278,Kenya,270754.0,267278.0,Type_1,2092.0,2107.0,7,0,627.6,0.3,632.0,9,3,0,10,3,0,0
ID_249332252348267278,Kenya,252348.0,267278.0,Type_1,1279.0,1288.0,7,0,383.7,0.3,386.0,9,0,0,9,0,0,0
ID_243495226912267278,Kenya,226912.0,267278.0,Type_1,1630.0,1690.0,7,0,489.0,0.3,507.0,7,3,0,8,3,0,0
ID_251342238749267278,Kenya,238749.0,267278.0,Type_1,6870.0,6912.0,7,0,2061.0,0.3,2074.0,8,2,0,8,2,0,0
ID_245831229077267278,Kenya,229077.0,267278.0,Type_1,19880.0,19880.0,7,0,5964.0,0.3,5964.0,8,0,0,8,0,0,0
ID_265338302151267278,Kenya,302151.0,267278.0,Type_1,12660.0,13046.0,7,0,3798.0,0.3,3914.0,11,0,0,11,0,0,0
ID_242475209142267278,Kenya,209142.0,267278.0,Type_4,13000.0,13910.0,30,0,1733.0,0.133307692307692,1854.0,7,2,0,8,4,0,0
ID_249066265690267278,Kenya,265690.0,267278.0,Type_1,6799.0,7008.0,7,0,0.0,0.0,0.0,9,4,0,9,4,0,0
ID_259814230502267278,Kenya,230502.0,267278.0,Type_1,6249.0,6287.0,7,0,1874.7,0.3,1886.0,8,1,0,8,1,0,0
ID_258972230918267278,Kenya,230918.0,267278.0,Type_1,27160.0,28153.0,7,0,8148.0,0.3,8446.0,8,1,0,8,1,0,0
ID_249176142504251804,Kenya,142504.0,251804.0,Type_5,15000.0,15850.0,14,0,2400.0,0.16,2536.0,4,2,0,4,2,0,0
ID_244108255142267278,Kenya,255142.0,267278.0,Type_1,11188.0,11188.0,7,0,3356.4,0.3,3356.0,9,4,0,9,4,0,0
ID_265641225869267278,Kenya,225869.0,267278.0,Type_1,3586.0,3660.0,7,0,1075.8,0.3,1098.0,7,2,0,8,2,0,0
ID_268623229495267278,Kenya,229495.0,267278.0,Type_1,24868.0,25085.0,7,0,7460.4,0.3,7526.0,8,0,0,8,0,0,0
ID_254027254577267278,Kenya,254577.0,267278.0,Type_1,7705.0,7705.0,7,0,1331.51,0.172811161583387,1332.0,9,3,0,9,3,0,0
ID_253607258240267278,Kenya,258240.0,267278.0,Type_1,5319.0,5446.0,7,0,0.0,0.0,0.0,9,1,0,9,1,0,0
ID_262962298432267278,Kenya,298432.0,267278.0,Type_1,51579.0,51579.0,7,0,15473.7,0.3,15474.0,11,0,0,11,0,0,0
ID_247987279125267278,Kenya,279125.0,267278.0,Type_1,5000.0,5047.0,7,0,1500.0,0.3,1514.0,10,1,0,10,1,0,0
ID_198718359844251804,Kenya,359844.0,251804.0,Type_4,150000.0,172509.0,90,0,35625.0,0.2375,40971.0,9,2,0,12,1,0,0
ID_253797223022267278,Kenya,223022.0,267278.0,Type_1,1199.0,1244.0,7,0,359.7,0.3,373.0,7,5,1,7,5,1,0
ID_239580293921267278,Kenya,293921.0,267278.0,Type_1,1799.0,1799.0,7,0,539.7,0.3,540.0,11,4,0,11,4,0,0
ID_308460368564267278,Kenya,368564.0,267278.0,Type_7,4150.0,4326.0,7,0,830.0,0.2,865.0,8,0,0,8,0,0,0
ID_273351307253251804,Kenya,307253.0,251804.0,Type_10,39631.0,40226.0,45,0,6340.0,0.159975776538568,6435.0,5,2,0,7,5,1,0
ID_256054252099267278,Kenya,252099.0,267278.0,Type_1,11258.0,11258.0,7,0,2.97,0.000263812400071,3.0,9,0,0,9,0,0,0
ID_44568287823267278,Kenya,287823.0,267278.0,Type_1,1490.0,1490.0,7,0,447.0,0.3,447.0,10,1,0,11,1,0,0
ID_267089283225267278,Kenya,283225.0,267278.0,Type_1,495.0,503.0,7,0,148.5,0.3,151.0,10,0,0,10,0,0,0
ID_228042124718245684,Kenya,124718.0,245684.0,Type_11,2000.0,2380.0,30,0,2000.0,1.0,2380.0,3,4,0,4,6,1,0
ID_310978373644267278,Kenya,373644.0,267278.0,Type_7,15300.0,15836.0,7,0,3060.0,0.2,3167.0,10,0,0,10,0,0,0
ID_246777298707267278,Kenya,298707.0,267278.0,Type_1,11107.0,12885.0,7,0,3332.1,0.3,3866.0,11,0,0,11,0,0,1
ID_239456226962267278,Kenya,226962.0,267278.0,Type_1,2280.0,2280.0,7,0,684.0,0.3,684.0,7,3,0,8,3,0,0
ID_242193299765267278,Kenya,299765.0,267278.0,Type_1,1500.0,1500.0,7,0,450.0,0.3,450.0,11,2,0,11,2,0,0
ID_250874301800267278,Kenya,301800.0,267278.0,Type_1,22590.0,22726.0,7,0,6777.0,0.3,6818.0,11,5,1,11,5,1,0
ID_213815280746267278,Kenya,280746.0,267278.0,Type_1,21990.0,21990.0,7,0,6597.0,0.3,6597.0,10,3,0,10,3,0,0
ID_261867215875267278,Kenya,215875.0,267278.0,Type_1,11614.0,11969.0,7,0,3484.2,0.3,3591.0,7,3,0,7,3,0,0
ID_266943261434267278,Kenya,261434.0,267278.0,Type_1,4599.0,4665.0,7,0,0.0,0.0,0.0,9,5,1,9,5,1,0
ID_249579228544267278,Kenya,228544.0,267278.0,Type_1,6569.0,6609.0,7,0,1970.7,0.3,1983.0,7,5,1,8,5,1,0
ID_261698225639267278,Kenya,225639.0,267278.0,Type_1,6278.0,6278.0,7,0,1883.4,0.3,1883.0,7,2,0,8,2,0,0
ID_264406304787267278,Kenya,304787.0,267278.0,Type_1,14886.0,15143.0,7,0,0.0,0.0,0.0,11,5,1,12,5,1,0
ID_269160241224267278,Kenya,241224.0,267278.0,Type_1,24665.0,24813.0,7,0,349.62,0.0141747415365903,352.0,8,5,1,8,5,1,0
ID_247990278497267278,Kenya,278497.0,267278.0,Type_1,599.0,619.0,7,0,0.0,0.0,0.0,10,0,0,10,0,0,0
ID_246847252235267278,Kenya,252235.0,267278.0,Type_1,1190.0,1208.0,7,0,357.0,0.3,362.0,9,0,0,9,0,0,0
ID_254277218247267278,Kenya,218247.0,267278.0,Type_1,6619.0,6659.0,7,0,1985.7,0.3,1998.0,7,0,0,7,0,0,0
ID_261603272138267278,Kenya,272138.0,267278.0,Type_1,2810.0,2830.0,7,0,833.55,0.296637010676156,839.0,10,5,1,10,5,1,0
ID_239441239702267278,Kenya,239702.0,267278.0,Type_1,5459.0,5556.0,7,0,671.7,0.123044513647188,684.0,8,4,0,8,4,0,0
ID_243643282342267278,Kenya,282342.0,267278.0,Type_1,1270.0,1270.0,7,0,381.0,0.3,381.0,10,5,1,10,5,1,0
ID_262949302178267278,Kenya,302178.0,267278.0,Type_1,11000.0,12113.0,7,0,0.0,0.0,0.0,11,0,0,11,0,0,0
ID_264168263741267278,Kenya,263741.0,267278.0,Type_1,4917.0,4917.0,7,0,1475.1,0.3,1475.0,9,1,0,9,1,0,0
ID_308907368198267278,Kenya,368198.0,267278.0,Type_7,5000.0,5176.0,7,0,1000.0,0.2,1035.0,7,5,1,8,5,1,0
ID_271361305986251804,Kenya,305986.0,251804.0,Type_6,923.0,942.0,7,0,147.0,0.159263271939328,150.0,12,3,0,12,3,0,0
ID_259492262446267278,Kenya,262446.0,267278.0,Type_1,15983.0,15983.0,7,0,4794.9,0.3,4795.0,9,0,0,9,0,0,0
ID_261294253824267278,Kenya,253824.0,267278.0,Type_1,8474.0,8593.0,7,0,0.0,0.0,0.0,9,2,0,9,2,0,0
ID_245895256252267278,Kenya,256252.0,267278.0,Type_1,3990.0,3990.0,7,0,0.0,0.0,0.0,9,5,1,9,5,1,0
ID_247884245071267278,Kenya,245071.0,267278.0,Type_1,10935.0,11183.0,7,0,0.59,5.39551897576588e-05,1.0,8,4,0,9,4,0,0
ID_253602279428267278,Kenya,279428.0,267278.0,Type_1,539.0,556.0,7,0,0.0,0.0,0.0,10,1,0,10,1,0,0
ID_254014241720267278,Kenya,241720.0,267278.0,Type_1,7698.0,7698.0,7,0,2309.4,0.3,2309.0,8,0,0,8,0,0,0
ID_250056281696267278,Kenya,281696.0,267278.0,Type_1,12800.0,12800.0,7,0,302.26,0.0236140624999999,302.0,10,4,0,10,4,0,0
ID_241716300812267278,Kenya,300812.0,267278.0,Type_1,4108.0,4137.0,7,0,1232.4,0.3,1241.0,11,4,0,11,4,0,0
ID_262018234292267278,Kenya,234292.0,267278.0,Type_1,499.0,503.0,7,0,149.7,0.3,151.0,8,2,0,8,2,0,0
ID_251142298487267278,Kenya,298487.0,267278.0,Type_1,10500.0,10500.0,7,0,3150.0,0.3,3150.0,11,0,0,11,0,0,0
ID_240661307288251804,Kenya,307288.0,251804.0,Type_4,10000.0,10650.0,30,0,2000.0,0.2,2130.0,6,2,0,7,4,0,0
ID_240565306146251804,Kenya,306146.0,251804.0,Type_4,100000.0,112000.0,62,0,13333.0,0.13333,14933.0,12,4,0,2,3,0,0
ID_256608295753267278,Kenya,295753.0,267278.0,Type_1,790.0,820.0,7,0,237.0,0.3,246.0,11,1,0,11,1,0,0
ID_240415258300267278,Kenya,258300.0,267278.0,Type_1,8006.0,8195.0,7,0,0.0,0.0,0.0,9,1,0,9,1,0,0
ID_245139281965267278,Kenya,281965.0,267278.0,Type_1,13764.0,13764.0,7,0,948.88,0.0689392618424876,949.0,10,4,0,10,4,0,0
ID_267211251816267278,Kenya,251816.0,267278.0,Type_1,30000.0,30180.0,7,0,0.03,1e-06,0.0,9,0,0,9,0,0,0
ID_251508257877267278,Kenya,257877.0,267278.0,Type_1,779.0,809.0,7,0,233.7,0.3,243.0,9,0,0,9,0,0,0
ID_247818282574267278,Kenya,282574.0,267278.0,Type_1,55256.0,56258.0,7,0,0.0,0.0,0.0,10,5,1,10,5,1,0
ID_250129300616267278,Kenya,300616.0,267278.0,Type_1,284.0,289.0,7,0,85.2,0.3,87.0,11,3,0,11,3,0,0
ID_252651224275267278,Kenya,224275.0,267278.0,Type_1,22232.0,22232.0,7,0,6669.6,0.3,6670.0,7,0,0,8,0,0,0
ID_255060267176267278,Kenya,267176.0,267278.0,Type_1,3490.0,3515.0,7,0,55.53,0.0159111747851002,56.0,9,5,1,10,5,1,0
ID_254227237389267278,Kenya,237389.0,267278.0,Type_1,34093.0,34093.0,7,0,13.8,0.0004047751737893,14.0,8,0,0,8,0,0,0
ID_250320245621267278,Kenya,245621.0,267278.0,Type_1,23891.0,24619.0,7,0,276.58,0.0115767443807291,285.0,8,5,1,9,5,1,0
ID_266806231693267278,Kenya,231693.0,267278.0,Type_1,760.0,760.0,7,0,228.0,0.3,228.0,8,3,0,8,3,0,0
ID_257379224641267278,Kenya,224641.0,267278.0,Type_1,4915.0,4915.0,7,0,1474.5,0.3,1475.0,7,0,0,8,0,0,0
ID_262673237182267278,Kenya,237182.0,267278.0,Type_1,5200.0,5200.0,7,0,26.1,0.0050192307692307,26.0,8,0,0,8,0,0,0
ID_247397269754267278,Kenya,269754.0,267278.0,Type_1,444.0,444.0,7,0,133.2,0.3,133.0,9,2,0,10,2,0,0
ID_258852229251267278,Kenya,229251.0,267278.0,Type_1,33858.0,34887.0,7,0,10157.4,0.3,10466.0,8,0,0,8,0,0,0
ID_261976303011267278,Kenya,303011.0,267278.0,Type_1,6969.0,7011.0,7,0,2090.7,0.3,2103.0,11,2,0,11,2,0,0
ID_247743284996267278,Kenya,284996.0,267278.0,Type_5,13000.0,13750.0,14,0,1733.0,0.133307692307692,1833.0,10,3,0,11,3,0,0
ID_268369279044267278,Kenya,279044.0,267278.0,Type_1,4540.0,4540.0,7,0,1362.0,0.3,1362.0,10,0,0,10,0,0,0
ID_268245230020267278,Kenya,230020.0,267278.0,Type_1,4200.0,6367.0,7,0,1260.0,0.3,1910.0,8,0,0,8,0,0,1
ID_246467272102267278,Kenya,272102.0,267278.0,Type_1,7579.0,7579.0,7,0,0.0,0.0,0.0,10,5,1,10,5,1,0
ID_256472229931267278,Kenya,229931.0,267278.0,Type_1,9513.0,9668.0,7,0,2853.9,0.3,2900.0,8,0,0,8,0,0,0
ID_260606239166267278,Kenya,239166.0,267278.0,Type_1,10793.0,10793.0,7,0,943.55,0.0874224034096173,944.0,8,3,0,8,3,0,0
ID_249194369817251804,Kenya,369817.0,251804.0,Type_7,8525.0,8824.0,7,0,1705.0,0.2,1765.0,8,2,0,9,2,0,0
ID_260969253604267278,Kenya,253604.0,267278.0,Type_1,4699.0,4732.0,7,0,1409.7,0.3,1420.0,9,2,0,9,2,0,0
ID_259814222697267278,Kenya,222697.0,267278.0,Type_1,10498.0,10498.0,7,0,3149.4,0.3,3149.0,7,5,1,7,5,1,0
ID_260690260453267278,Kenya,260453.0,267278.0,Type_1,4807.0,4875.0,7,0,1442.1,0.3,1463.0,9,4,0,9,4,0,0
ID_308761369804251804,Kenya,369804.0,251804.0,Type_7,11995.0,12415.0,7,0,2399.0,0.2,2483.0,8,2,0,9,2,0,0
ID_272990306518267278,Kenya,306518.0,267278.0,Type_5,26000.0,27400.0,14,0,3466.0,0.133307692307692,3653.0,2,2,0,2,2,0,0
ID_261171303909267278,Kenya,303909.0,267278.0,Type_1,5250.0,5308.0,7,0,1575.0,0.3,1592.0,11,4,0,12,4,0,0
ID_245733276146267278,Kenya,276146.0,267278.0,Type_1,5450.0,5450.0,7,0,0.0,0.0,0.0,10,3,0,10,3,0,0
ID_244881260341267278,Kenya,260341.0,267278.0,Type_1,61499.0,63368.0,7,0,11744.92,0.190977414266898,12102.0,9,4,0,9,4,0,0
ID_263584257202267278,Kenya,257202.0,267278.0,Type_1,1168.0,1213.0,7,0,350.4,0.3,364.0,9,0,0,9,0,0,0
ID_257410292904267278,Kenya,292904.0,267278.0,Type_1,4199.0,4262.0,7,0,1259.7,0.3,1279.0,11,2,0,11,2,0,0
ID_241754259265267278,Kenya,259265.0,267278.0,Type_1,19740.0,19859.0,7,0,4713.79,0.238793819655521,4742.0,9,2,0,9,2,0,0
ID_267525372545267278,Kenya,372545.0,267278.0,Type_7,21280.0,22025.0,7,0,4256.0,0.2,4405.0,10,4,0,10,4,0,0
ID_267765285942267278,Kenya,285942.0,267278.0,Type_1,1410.0,1463.0,7,0,423.0,0.3,439.0,10,4,0,10,4,0,0
ID_256828261593267278,Kenya,261593.0,267278.0,Type_1,7289.0,7353.0,7,0,1277.57,0.175273700096035,1289.0,9,5,1,9,5,1,0
ID_266001294655267278,Kenya,294655.0,267278.0,Type_1,1224.0,1233.0,7,0,4.25,0.0034722222222222,4.0,11,5,1,11,5,1,0
ID_254458241245267278,Kenya,241245.0,267278.0,Type_1,37831.0,38982.0,7,0,30.0,0.0007930004493669,31.0,8,5,1,8,5,1,0
ID_245243229394267278,Kenya,229394.0,267278.0,Type_1,7699.0,7701.0,7,0,2309.7,0.3,2310.0,8,0,0,8,0,0,0
ID_254494243221267278,Kenya,243221.0,267278.0,Type_1,2458.0,2530.0,7,0,737.4,0.3,759.0,8,2,0,8,2,0,0
ID_250805217287267278,Kenya,217287.0,267278.0,Type_1,5499.0,5499.0,7,0,1649.7,0.3,1650.0,7,5,1,7,5,1,0
ID_259720216926267278,Kenya,216926.0,267278.0,Type_1,465.0,481.0,7,0,139.5,0.3,144.0,7,4,0,7,4,0,0
ID_308492368609267278,Kenya,368609.0,267278.0,Type_7,3119.0,3229.0,7,0,624.0,0.200064123116383,646.0,8,2,0,8,2,0,0
ID_268638215491267278,Kenya,215491.0,267278.0,Type_1,1700.0,1700.0,7,1,510.0,0.3,510.0,7,3,0,7,3,0,0
ID_248737278002267278,Kenya,278002.0,267278.0,Type_1,1920.0,1962.0,7,0,576.0,0.3,589.0,10,5,1,10,5,1,0
ID_261937265376267278,Kenya,265376.0,267278.0,Type_1,23348.0,23630.0,7,0,0.0,0.0,0.0,9,3,0,9,3,0,0
ID_252578234136267278,Kenya,234136.0,267278.0,Type_1,18387.0,18609.0,7,0,5516.1,0.3,5583.0,8,2,0,8,2,0,0
ID_254427253779267278,Kenya,253779.0,267278.0,Type_1,619.0,645.0,7,0,185.7,0.3,194.0,9,2,0,9,2,0,0
ID_259178268247267278,Kenya,268247.0,267278.0,Type_1,4439.0,4439.0,7,0,0.0,0.0,0.0,9,0,0,10,0,0,0
ID_253766253905267278,Kenya,253905.0,267278.0,Type_1,7442.0,7472.0,7,0,600.0,0.0806234883095941,602.0,9,2,0,9,2,0,0
ID_248128256323267278,Kenya,256323.0,267278.0,Type_1,3243.0,3243.0,7,0,972.9,0.3,973.0,9,5,1,9,5,1,0
ID_268362240927267278,Kenya,240927.0,267278.0,Type_1,13536.0,13536.0,7,0,950.12,0.0701920803782505,950.0,8,5,1,8,5,1,0
ID_260432232877267278,Kenya,232877.0,267278.0,Type_1,9978.0,10099.0,7,0,2993.4,0.3,3030.0,8,5,1,8,5,1,0
ID_248952244004267278,Kenya,244004.0,267278.0,Type_1,928.0,928.0,7,0,278.4,0.3,278.0,8,3,0,9,3,0,0
ID_246096246686267278,Kenya,246686.0,267278.0,Type_1,4779.0,4779.0,7,0,1433.7,0.3,1434.0,8,0,0,9,0,0,0
ID_259457230968267278,Kenya,230968.0,267278.0,Type_1,7497.0,7497.0,7,0,2249.1,0.3,2249.0,8,1,0,8,1,0,0
ID_253634218732267278,Kenya,218732.0,267278.0,Type_1,2370.0,2387.0,7,0,711.0,0.3,716.0,7,0,0,7,0,0,0
ID_267647296284267278,Kenya,296284.0,267278.0,Type_1,1299.0,1299.0,7,0,389.7,0.3,390.0,11,2,0,11,2,0,0
